transaction_id,timestamp,amount,sender_age,receiver_type,transaction_type,device_id,location,hour,account_age_days,transactions_last_24h,avg_amount_30d,new_receiver,new_device,failed_attempts,distance_from_usual_location_km,fraud_label
TXN0031110,2026-04-19 00:25:00,432.37,24.0,Merchant,P2P,DEV04839,Pune,0,422,5,906.57,0,1,0,6.5,0
TXN0031111,2026-04-19 00:30:00,383.25,60.0,Merchant,BillPayment,DEV00228,Chennai,0,1499,5,596.04,1,0,0,5.2,0
TXN0031112,2026-04-19 00:35:00,778.9,54.0,Person,P2P,DEV07418,Mumbai,0,361,4,1501.67,1,0,0,0.1,0
TXN0031113,2026-04-19 00:40:00,75.3,45.0,Person,P2P,DEV01139,Chennai,0,1041,6,1360.35,0,0,0,12.9,0
TXN0031114,2026-04-19 00:45:00,140.16,23.0,OnlineShopping,BillPayment,DEV00242,Mumbai,0,1396,3,400.7,0,0,0,13.2,0
TXN0031115,2026-04-19 00:50:00,1898.75,28.0,OnlineShopping,P2M,DEV07407,Bengaluru,0,1478,3,494.28,0,0,1,6.2,0
TXN0031116,2026-04-19 00:55:00,985.07,19.0,Person,P2P,DEV06642,Kolkata,0,1049,4,718.92,1,0,0,8.2,0
TXN0031117,2026-04-19 01:00:00,412.35,51.0,OnlineShopping,P2M,DEV03656,Mumbai,1,18,7,159.78,0,0,0,2.6,0
TXN0031118,2026-04-19 01:05:00,2251.02,52.0,Merchant,P2P,DEV00486,Hyderabad,1,1325,5,817.25,0,0,1,13.3,0
TXN0031119,2026-04-19 01:10:00,448.57,53.0,Merchant,P2M,DEV01920,Delhi,1,1682,5,672.5,0,0,0,11.5,0
TXN0031120,2026-04-19 01:15:00,476.06,21.0,Merchant,P2M,DEV05979,Hyderabad,1,1143,3,2286.51,0,0,0,32.1,0
TXN0031121,2026-04-19 01:20:00,388.33,28.0,Person,P2M,DEV00381,Bengaluru,1,1900,5,848.56,0,1,0,2.8,0
TXN0031122,2026-04-19 01:25:00,5720.75,31.0,Merchant,P2M,DEV09541,Kolkata,1,3486,3,933.14,0,0,0,4.4,0
TXN0031123,2026-04-19 01:30:00,1075.28,27.0,Utility,P2P,DEV01101,Pune,1,2584,4,605.8,0,0,0,19.8,0
TXN0031124,2026-04-19 01:35:00,1033.75,48.0,Person,Recharge,DEV01980,Ahmedabad,1,3370,11,663.38,0,0,1,22.8,0
TXN0031125,2026-04-19 01:40:00,1355.11,44.0,Person,P2P,DEV00361,Mumbai,1,2233,5,1007.5,0,0,0,1.6,0
TXN0031126,2026-04-19 01:45:00,133.29,37.0,Merchant,Recharge,DEV01392,Chennai,1,3582,10,638.05,0,0,0,6.2,0
TXN0031127,2026-04-19 01:50:00,469.29,44.0,Person,P2P,DEV00551,Hyderabad,1,3453,6,342.6,0,1,0,4.3,0
TXN0031128,2026-04-19 01:55:00,1339.73,32.0,Merchant,P2M,DEV06620,Chennai,1,3645,3,723.33,0,0,1,2.8,0
TXN0031129,2026-04-19 02:00:00,846.51,45.0,Person,P2P,DEV06079,Bengaluru,2,1905,5,3105.13,0,0,2,5.2,0
TXN0031130,2026-04-19 02:05:00,7712.94,60.0,Person,P2M,DEV00930,Chennai,2,452,4,710.44,1,0,0,0.7,0
TXN0031131,2026-04-19 02:10:00,497.72,36.0,Merchant,P2M,DEV03303,Bengaluru,2,49,4,487.12,0,0,0,4.6,0
TXN0031132,2026-04-19 02:15:00,2182.92,44.0,Merchant,BillPayment,DEV08675,Bengaluru,2,2049,8,962.44,0,0,1,45.7,0
TXN0031133,2026-04-19 02:20:00,1903.1,38.0,OnlineShopping,P2M,DEV03185,Kolkata,2,364,3,439.99,0,0,1,1.8,0
TXN0031134,2026-04-19 02:25:00,980.49,49.0,Person,Recharge,DEV06512,Pune,2,1544,2,471.73,1,0,0,10.9,0
TXN0031135,2026-04-19 02:30:00,1175.72,60.0,Merchant,P2P,DEV00334,Chennai,2,687,6,1034.59,0,0,0,2.1,0
TXN0031136,2026-04-19 02:35:00,635.9,27.0,Merchant,P2P,DEV01511,Chennai,2,2880,7,596.81,0,0,0,33.5,0
TXN0031137,2026-04-19 02:40:00,118.16,25.0,Merchant,BillPayment,DEV05885,Chennai,2,1444,3,588.35,0,1,2,2.5,1
TXN0031138,2026-04-19 02:45:00,1205.22,45.0,Merchant,P2M,DEV04807,Chennai,2,3620,6,579.97,0,0,0,5.0,0
TXN0031139,2026-04-19 02:50:00,1304.62,34.0,Utility,P2P,DEV00338,Bengaluru,2,352,3,2295.71,0,0,0,18.1,0
TXN0031140,2026-04-19 02:55:00,1526.73,69.0,Merchant,P2M,DEV01788,Delhi,2,1697,3,782.83,0,1,1,20.2,0
TXN0031141,2026-04-19 03:00:00,905.36,24.0,Person,P2M,DEV00553,Chennai,3,2126,7,314.82,0,0,0,6.4,0
TXN0031142,2026-04-19 03:05:00,2243.15,69.0,Merchant,P2P,DEV03354,Delhi,3,3486,5,1623.41,0,0,1,6.0,0
TXN0031143,2026-04-19 03:10:00,357.54,31.0,Merchant,BillPayment,DEV08557,Bengaluru,3,1887,4,704.66,0,0,0,8.9,0
TXN0031144,2026-04-19 03:15:00,3690.89,30.0,Merchant,P2M,DEV07264,Chennai,3,724,4,277.63,0,1,1,5.0,0
TXN0031145,2026-04-19 03:20:00,316.5,61.0,Person,P2M,DEV08745,Delhi,3,3004,4,797.32,0,0,0,2.5,0
TXN0031146,2026-04-19 03:25:00,763.11,26.0,OnlineShopping,P2M,DEV06488,Mumbai,3,3363,4,782.03,0,0,1,2.2,0
TXN0031147,2026-04-19 03:30:00,1679.26,48.0,OnlineShopping,P2P,DEV03872,Delhi,3,3251,3,442.16,1,0,0,2.4,0
TXN0031148,2026-04-19 03:35:00,507.9,58.0,Merchant,P2M,DEV02884,Pune,3,3579,3,1373.4,0,0,1,4.6,0
TXN0031149,2026-04-19 03:40:00,1797.66,59.0,OnlineShopping,P2M,DEV02725,Delhi,3,2134,6,1955.9,0,0,0,4.7,0
TXN0031150,2026-04-19 03:45:00,603.32,52.0,Utility,BillPayment,DEV08039,Hyderabad,3,2612,9,1110.71,0,0,1,6.4,0
TXN0031151,2026-04-19 03:50:00,956.58,18.0,Utility,P2M,DEV08579,Delhi,3,899,5,1059.87,0,0,0,6.9,0
TXN0031152,2026-04-19 03:55:00,709.18,26.0,Person,BillPayment,DEV03858,Bengaluru,3,2677,4,1757.94,0,1,0,3.1,0
TXN0031153,2026-04-19 04:00:00,477.43,18.0,Person,P2M,DEV01072,Kolkata,4,3126,11,467.08,0,0,0,1.2,0
TXN0031154,2026-04-19 04:05:00,8073.25,65.0,Utility,P2P,DEV00540,Ahmedabad,4,3104,4,1231.42,0,0,0,1.1,0
TXN0031155,2026-04-19 04:10:00,367.05,35.0,OnlineShopping,P2P,DEV06092,Kolkata,4,2472,0,435.78,0,0,3,0.3,0
TXN0031156,2026-04-19 04:15:00,86.41,63.0,OnlineShopping,P2M,DEV07110,Delhi,4,313,2,1826.43,1,0,0,6.3,0
TXN0031157,2026-04-19 04:20:00,380.54,35.0,Person,P2P,DEV09988,Pune,4,2090,0,1321.16,0,0,0,21.5,0
TXN0031158,2026-04-19 04:25:00,969.26,45.0,Merchant,P2M,DEV06829,Bengaluru,4,108,5,486.7,0,0,0,4.6,0
TXN0031159,2026-04-19 04:30:00,583.11,59.0,Person,P2M,DEV01439,Kolkata,4,631,5,400.05,0,0,2,0.2,0
TXN0031160,2026-04-19 04:35:00,2353.86,59.0,Person,P2P,DEV00645,Bengaluru,4,3168,6,485.81,0,0,0,6.8,0
TXN0031161,2026-04-19 04:40:00,2269.74,59.0,Person,P2P,DEV06612,Delhi,4,2791,5,1370.76,1,0,0,6.5,0
TXN0031162,2026-04-19 04:45:00,618.22,30.0,Utility,P2P,DEV06441,Bengaluru,4,2122,3,606.54,0,0,2,3.8,0
TXN0031163,2026-04-19 04:50:00,158.07,36.0,Person,P2P,DEV07347,Ahmedabad,4,331,3,597.67,0,0,0,11.0,0
TXN0031164,2026-04-19 04:55:00,235.59,48.0,Person,P2M,DEV02520,Hyderabad,4,1636,3,199.72,0,0,0,10.7,0
TXN0031165,2026-04-19 05:00:00,823.06,37.0,Merchant,P2P,DEV01756,Bengaluru,5,2764,6,386.47,0,0,2,3.3,0
TXN0031166,2026-04-19 05:05:00,177.81,42.0,Person,P2P,DEV07917,Ahmedabad,5,1675,6,470.76,0,0,1,14.5,0
TXN0031167,2026-04-19 05:10:00,588.42,18.0,Utility,P2M,DEV05004,Mumbai,5,2154,1,948.3,0,0,1,1.9,0
TXN0031168,2026-04-19 05:15:00,3521.14,61.0,Merchant,P2P,DEV00711,Kolkata,5,1432,6,1076.13,0,0,0,6.8,0
TXN0031169,2026-04-19 05:20:00,1197.59,36.0,Person,P2M,DEV02327,Chennai,5,412,5,386.48,0,0,1,1.3,0
TXN0031170,2026-04-19 05:25:00,889.72,64.0,Merchant,P2P,DEV06637,Delhi,5,3339,5,964.47,0,0,0,5.5,0
TXN0031171,2026-04-19 05:30:00,300.2,35.0,OnlineShopping,P2P,DEV08080,Hyderabad,5,201,3,631.2,0,0,0,19.1,0
TXN0031172,2026-04-19 05:35:00,1019.4,57.0,Merchant,P2P,DEV06548,Pune,5,2951,2,719.9,0,1,0,19.4,0
TXN0031173,2026-04-19 05:40:00,656.36,37.0,Merchant,Recharge,DEV03077,Bengaluru,5,3260,6,1615.8,0,0,2,1.2,0
TXN0031174,2026-04-19 05:45:00,1079.09,32.0,Merchant,P2P,DEV07874,Ahmedabad,5,2555,6,211.24,0,0,1,0.8,0
TXN0031175,2026-04-19 05:50:00,1758.71,64.0,Person,P2P,DEV00665,Mumbai,5,1443,5,857.74,0,0,0,6.4,0
TXN0031176,2026-04-19 05:55:00,2086.74,19.0,Person,BillPayment,DEV02103,Kolkata,5,1626,9,67.04,0,0,0,22.0,0
TXN0031177,2026-04-19 06:00:00,966.93,52.0,Person,P2M,DEV03219,Kolkata,6,1889,10,654.08,0,0,1,3.0,0
TXN0031178,2026-04-19 06:05:00,1418.22,67.0,Utility,P2M,DEV09991,Hyderabad,6,404,1,888.64,0,0,0,4.7,0
TXN0031179,2026-04-19 06:10:00,509.41,52.0,Person,P2M,DEV04474,Hyderabad,6,480,5,844.28,0,0,1,0.9,0
TXN0031180,2026-04-19 06:15:00,2638.08,41.0,Person,BillPayment,DEV05663,Delhi,6,1261,7,1215.19,0,0,1,9.0,0
TXN0031181,2026-04-19 06:20:00,350.06,34.0,Person,P2P,DEV01639,Kolkata,6,1335,3,1718.39,0,1,1,4.3,0
TXN0031182,2026-04-19 06:25:00,690.74,26.0,OnlineShopping,P2M,DEV01029,Ahmedabad,6,317,3,462.87,0,0,0,15.7,0
TXN0031183,2026-04-19 06:30:00,2927.35,28.0,Merchant,P2P,DEV05684,Ahmedabad,6,2282,6,380.25,0,0,2,7.4,0
TXN0031184,2026-04-19 06:35:00,525.09,58.0,OnlineShopping,P2M,DEV02892,Mumbai,6,3458,8,286.8,0,0,1,16.0,0
TXN0031185,2026-04-19 06:40:00,222.39,48.0,Merchant,P2P,DEV00593,Mumbai,6,2905,4,1844.58,0,0,1,3.9,0
TXN0031186,2026-04-19 06:45:00,563.68,60.0,Utility,P2M,DEV08402,Kolkata,6,575,7,1919.09,0,0,1,12.6,0
TXN0031187,2026-04-19 06:50:00,3418.55,60.0,OnlineShopping,P2P,DEV07526,Mumbai,6,1842,4,1208.05,0,0,1,5.2,0
TXN0031188,2026-04-19 06:55:00,87.75,41.0,Merchant,P2P,DEV07370,Kolkata,6,3533,9,851.61,0,0,0,29.9,0
TXN0031189,2026-04-19 07:00:00,941.65,59.0,Merchant,BillPayment,DEV08290,Hyderabad,7,32,6,425.49,0,0,2,2.7,0
TXN0031190,2026-04-19 07:05:00,450.89,62.0,Merchant,P2M,DEV00252,Chennai,7,596,6,587.65,0,0,0,21.3,0
TXN0031191,2026-04-19 07:10:00,718.81,51.0,Person,P2P,DEV02758,Ahmedabad,7,1063,1,799.94,0,0,0,5.4,0
TXN0031192,2026-04-19 07:15:00,599.86,57.0,Merchant,P2M,DEV08839,Delhi,7,1816,7,670.87,0,0,0,3.9,0
TXN0031193,2026-04-19 07:20:00,2221.02,62.0,Person,P2P,DEV08135,Delhi,7,3636,5,732.16,0,0,0,0.6,0
TXN0031194,2026-04-19 07:25:00,896.99,39.0,Merchant,P2P,DEV05594,Pune,7,3153,2,1042.13,0,0,1,1.6,0
TXN0031195,2026-04-19 07:30:00,2335.01,64.0,Utility,P2P,DEV02952,Bengaluru,7,392,10,1022.65,0,0,2,8.9,0
TXN0031196,2026-04-19 07:35:00,3069.8,23.0,Merchant,BillPayment,DEV04764,Pune,7,963,4,764.79,0,0,0,13.8,0
TXN0031197,2026-04-19 07:40:00,875.8,56.0,OnlineShopping,P2P,DEV06739,Bengaluru,7,1401,7,1120.99,0,0,1,13.4,0
TXN0031198,2026-04-19 07:45:00,593.32,37.0,Utility,P2M,DEV07067,Delhi,7,2607,7,1683.12,0,0,0,3.6,0
TXN0031199,2026-04-19 07:50:00,1239.45,47.0,Merchant,P2P,DEV02361,Ahmedabad,7,1697,5,662.55,0,0,0,6.6,0
TXN0031200,2026-04-19 07:55:00,1503.31,67.0,Person,P2M,DEV09421,Mumbai,7,1563,9,213.59,0,0,0,6.7,0
TXN0031201,2026-04-19 08:00:00,268.26,30.0,Merchant,P2P,DEV06405,Ahmedabad,8,2221,6,337.67,0,0,0,17.8,0
TXN0031202,2026-04-19 08:05:00,1076.32,47.0,Merchant,P2M,DEV07783,Bengaluru,8,878,2,471.7,0,0,2,16.4,0
TXN0031203,2026-04-19 08:10:00,659.63,38.0,Merchant,P2P,DEV08995,Hyderabad,8,528,6,526.26,0,0,0,9.2,0
TXN0031204,2026-04-19 08:15:00,558.3,41.0,Person,Recharge,DEV04821,Ahmedabad,8,1233,2,1246.27,0,1,1,7.9,0
TXN0031205,2026-04-19 08:20:00,425.94,22.0,Merchant,P2P,DEV08509,Bengaluru,8,1269,7,520.6,0,0,0,1.6,0
TXN0031206,2026-04-19 08:25:00,454.64,28.0,Person,P2P,DEV07309,Ahmedabad,8,991,7,759.34,0,0,2,8.8,0
TXN0031207,2026-04-19 08:30:00,2983.57,41.0,Person,Recharge,DEV04949,Chennai,8,336,6,2027.35,0,0,0,4.3,0
TXN0031208,2026-04-19 08:35:00,590.66,34.0,Person,P2P,DEV01470,Chennai,8,3621,1,800.85,1,0,0,7.6,0
TXN0031209,2026-04-19 08:40:00,2667.76,43.0,Person,P2P,DEV09346,Bengaluru,8,938,6,881.25,0,1,0,5.5,0
TXN0031210,2026-04-19 08:45:00,969.0,39.0,OnlineShopping,P2P,DEV01332,Delhi,8,3581,5,502.69,0,0,0,6.7,0
TXN0031211,2026-04-19 08:50:00,273.83,55.0,Merchant,P2M,DEV07511,Kolkata,8,1965,2,653.25,0,0,0,7.2,0
TXN0031212,2026-04-19 08:55:00,1028.65,59.0,Person,P2M,DEV03862,Chennai,8,1211,8,1218.78,0,0,0,3.6,0
TXN0031213,2026-04-19 09:00:00,259.13,53.0,Person,P2M,DEV00179,Delhi,9,1631,5,601.62,0,0,0,2.0,1
TXN0031214,2026-04-19 09:05:00,1559.91,19.0,Merchant,P2P,DEV00855,Kolkata,9,166,4,722.37,0,0,1,21.4,0
TXN0031215,2026-04-19 09:10:00,690.53,55.0,Utility,Recharge,DEV04099,Delhi,9,2294,7,465.08,0,1,0,4.1,0
TXN0031216,2026-04-19 09:15:00,1999.03,64.0,Merchant,P2P,DEV06129,Pune,9,3342,5,849.73,0,0,0,6.4,0
TXN0031217,2026-04-19 09:20:00,3564.51,52.0,Person,P2M,DEV04627,Ahmedabad,9,725,5,605.36,0,0,0,5.7,0
TXN0031218,2026-04-19 09:25:00,149.89,57.0,Merchant,P2P,DEV06435,Chennai,9,713,5,843.76,0,0,0,7.0,0
TXN0031219,2026-04-19 09:30:00,535.98,43.0,Person,P2M,DEV06084,Kolkata,9,265,9,708.67,1,0,2,1.6,0
TXN0031220,2026-04-19 09:35:00,253.6,25.0,Merchant,Recharge,DEV02221,Chennai,9,3118,4,1334.69,1,0,0,7.6,0
TXN0031221,2026-04-19 09:40:00,7357.66,48.0,OnlineShopping,P2M,DEV04300,Kolkata,9,2806,6,719.09,0,0,1,4.8,0
TXN0031222,2026-04-19 09:45:00,547.26,49.0,Utility,BillPayment,DEV00526,Mumbai,9,1685,3,746.44,0,0,1,0.2,0
TXN0031223,2026-04-19 09:50:00,228.18,22.0,Merchant,P2P,DEV07629,Bengaluru,9,509,11,710.2,0,0,1,5.7,0
TXN0031224,2026-04-19 09:55:00,7987.04,69.0,Merchant,BillPayment,DEV01424,Bengaluru,9,2806,7,380.9,0,0,0,5.4,0
TXN0031225,2026-04-19 10:00:00,411.23,37.0,Merchant,P2P,DEV07585,Kolkata,10,3063,4,367.55,1,0,0,0.6,0
TXN0031226,2026-04-19 10:05:00,167.9,68.0,Merchant,P2M,DEV07297,Ahmedabad,10,2592,8,719.64,0,0,0,12.1,0
TXN0031227,2026-04-19 10:10:00,266.89,39.0,Merchant,P2M,DEV06527,Bengaluru,10,1525,5,1385.61,0,0,0,5.0,0
TXN0031228,2026-04-19 10:15:00,980.86,56.0,Utility,P2P,DEV01753,Chennai,10,591,4,1109.28,0,0,0,7.8,0
TXN0031229,2026-04-19 10:20:00,889.79,68.0,Merchant,P2M,DEV03915,Bengaluru,10,913,4,596.07,0,1,0,1.2,0
TXN0031230,2026-04-19 10:25:00,368.42,68.0,Person,P2P,DEV00953,Chennai,10,2106,5,425.16,0,0,0,22.3,0
TXN0031231,2026-04-19 10:30:00,523.32,29.0,Merchant,P2P,DEV07095,Delhi,10,2628,3,707.43,1,0,0,17.0,0
TXN0031232,2026-04-19 10:35:00,896.34,43.0,Person,P2M,DEV02661,Chennai,10,2681,8,393.77,0,0,0,16.0,0
TXN0031233,2026-04-19 10:40:00,3194.38,52.0,OnlineShopping,P2P,DEV00371,Hyderabad,10,1646,3,365.94,0,0,0,2.1,0
TXN0031234,2026-04-19 10:45:00,1186.21,50.0,Person,P2P,DEV08015,Delhi,10,475,7,542.62,0,0,0,6.6,0
TXN0031235,2026-04-19 10:50:00,483.99,21.0,OnlineShopping,P2P,DEV05177,Chennai,10,2501,5,283.06,0,0,0,5.9,0
TXN0031236,2026-04-19 10:55:00,676.42,43.0,Merchant,BillPayment,DEV00346,Pune,10,3149,1,3616.65,0,0,1,11.0,0
TXN0031237,2026-04-19 11:00:00,1835.27,20.0,Person,P2M,DEV08234,Chennai,11,2384,1,604.67,0,1,0,2.4,0
TXN0031238,2026-04-19 11:05:00,4561.03,62.0,Person,P2M,DEV01679,Bengaluru,11,469,2,409.55,0,0,1,6.3,0
TXN0031239,2026-04-19 11:10:00,281.64,31.0,Person,P2P,DEV00024,Mumbai,11,905,4,704.57,0,0,0,8.7,0
TXN0031240,2026-04-19 11:15:00,2589.83,34.0,Person,Recharge,DEV05387,Hyderabad,11,3456,6,1196.2,0,0,0,11.5,0
TXN0031241,2026-04-19 11:20:00,621.7,59.0,Person,P2P,DEV01923,Bengaluru,11,1107,10,431.92,0,1,1,1.6,0
TXN0031242,2026-04-19 11:25:00,167.5,25.0,Person,P2P,DEV06375,Pune,11,1709,3,767.18,0,0,0,4.8,0
TXN0031243,2026-04-19 11:30:00,137.41,60.0,OnlineShopping,P2P,DEV08687,Hyderabad,11,430,3,388.75,0,0,1,1.1,0
TXN0031244,2026-04-19 11:35:00,3227.33,44.0,Person,BillPayment,DEV08542,Kolkata,11,746,11,1443.77,0,0,0,6.5,0
TXN0031245,2026-04-19 11:40:00,3635.83,34.0,Person,P2M,DEV03823,Mumbai,11,841,3,957.16,0,0,2,11.4,0
TXN0031246,2026-04-19 11:45:00,481.14,36.0,Merchant,BillPayment,DEV09681,Ahmedabad,11,646,9,339.13,0,0,0,1.3,0
TXN0031247,2026-04-19 11:50:00,687.52,56.0,Utility,P2P,DEV04652,Bengaluru,11,3025,4,1200.89,1,0,0,4.3,0
TXN0031248,2026-04-19 11:55:00,143.0,60.0,Person,P2P,DEV00993,Ahmedabad,11,3026,7,1456.98,0,0,0,0.8,0
TXN0031249,2026-04-19 12:00:00,1821.25,58.0,OnlineShopping,P2P,DEV06492,Kolkata,12,743,8,318.28,0,0,0,46.3,0
TXN0031250,2026-04-19 12:05:00,826.22,44.0,Utility,BillPayment,DEV09964,Delhi,12,2196,6,980.37,0,0,0,15.8,0
TXN0031251,2026-04-19 12:10:00,180.0,22.0,Person,P2M,DEV01922,Kolkata,12,830,7,292.79,0,0,0,4.7,0
TXN0031252,2026-04-19 12:15:00,1043.13,22.0,Person,P2P,DEV02351,Chennai,12,2887,5,262.56,0,0,1,2.8,0
TXN0031253,2026-04-19 12:20:00,211.83,49.0,Person,P2P,DEV09609,Delhi,12,2383,8,882.66,0,0,1,15.3,0
TXN0031254,2026-04-19 12:25:00,1484.35,55.0,Person,Recharge,DEV04738,Kolkata,12,1737,7,350.53,0,0,0,0.9,0
TXN0031255,2026-04-19 12:30:00,287.85,25.0,OnlineShopping,P2P,DEV08011,Delhi,12,2050,7,1484.13,0,0,0,9.8,0
TXN0031256,2026-04-19 12:35:00,1190.71,26.0,Person,P2M,DEV06724,Delhi,12,2697,6,831.71,0,0,0,8.8,0
TXN0031257,2026-04-19 12:40:00,442.4,67.0,Merchant,P2P,DEV02739,Delhi,12,194,5,213.68,1,0,1,9.9,0
TXN0031258,2026-04-19 12:45:00,79.8,39.0,OnlineShopping,P2P,DEV04584,Kolkata,12,2315,8,225.81,1,1,0,25.4,0
TXN0031259,2026-04-19 12:50:00,2301.69,56.0,Merchant,P2P,DEV05887,Ahmedabad,12,3281,7,3610.52,0,0,0,15.5,0
TXN0031260,2026-04-19 12:55:00,2431.27,31.0,Merchant,P2P,DEV04510,Ahmedabad,12,2998,6,1511.07,0,0,0,3.4,0
TXN0031261,2026-04-19 13:00:00,504.44,48.0,Person,P2M,DEV04286,Ahmedabad,13,2090,7,1350.35,0,0,0,6.5,0
TXN0031262,2026-04-19 13:05:00,1118.41,41.0,Person,P2M,DEV08735,Mumbai,13,2544,6,425.81,1,0,1,12.2,0
TXN0031263,2026-04-19 13:10:00,1317.4,32.0,OnlineShopping,P2P,DEV07464,Delhi,13,1146,5,218.36,0,0,0,8.9,0
TXN0031264,2026-04-19 13:15:00,1360.66,67.0,Merchant,P2P,DEV00906,Kolkata,13,672,4,367.01,0,0,0,19.7,0
TXN0031265,2026-04-19 13:20:00,4773.5,59.0,Merchant,P2M,DEV09650,Kolkata,13,2661,7,1604.19,0,0,0,3.6,0
TXN0031266,2026-04-19 13:25:00,1289.53,44.0,Person,P2P,DEV04810,Kolkata,13,2200,5,795.01,0,0,2,20.8,0
TXN0031267,2026-04-19 13:30:00,594.42,24.0,Merchant,P2M,DEV07703,Hyderabad,13,214,7,1993.53,1,0,0,15.5,0
TXN0031268,2026-04-19 13:35:00,1303.95,32.0,OnlineShopping,P2P,DEV08082,Delhi,13,851,3,161.82,0,0,0,11.4,0
TXN0031269,2026-04-19 13:40:00,552.96,43.0,Merchant,Recharge,DEV04249,Pune,13,2798,5,242.54,0,0,1,3.1,0
TXN0031270,2026-04-19 13:45:00,292.86,50.0,Person,P2P,DEV04446,Kolkata,13,3513,8,526.29,0,0,0,0.6,0
TXN0031271,2026-04-19 13:50:00,2878.36,65.0,Person,P2M,DEV06798,Pune,13,1905,6,207.3,0,0,0,3.3,0
TXN0031272,2026-04-19 13:55:00,1450.11,55.0,,P2P,DEV00512,Pune,13,1702,5,310.01,0,0,0,7.4,0
TXN0031273,2026-04-19 14:00:00,132.11,58.0,Person,BillPayment,DEV01912,Delhi,14,18,3,436.44,0,0,0,4.4,0
TXN0031274,2026-04-19 14:05:00,429.05,,Person,P2P,DEV03070,Chennai,14,2162,6,897.84,0,0,1,0.9,0
TXN0031275,2026-04-19 14:10:00,1813.25,51.0,Merchant,P2P,DEV08223,Pune,14,2336,6,655.17,0,0,1,12.9,0
TXN0031276,2026-04-19 14:15:00,177.93,26.0,Person,P2M,DEV00230,Kolkata,14,1538,4,684.92,0,0,0,5.1,0
TXN0031277,2026-04-19 14:20:00,400.34,25.0,Person,P2M,DEV03435,Mumbai,14,2034,3,2744.86,0,0,1,5.2,0
TXN0031278,2026-04-19 14:25:00,12170.2,36.0,Person,P2P,DEV02890,Kolkata,14,1887,4,291.07,1,0,0,3.7,1
TXN0031279,2026-04-19 14:30:00,610.42,51.0,Person,P2P,DEV09482,Ahmedabad,14,717,3,373.1,0,0,1,1.7,0
TXN0031280,2026-04-19 14:35:00,2509.73,51.0,Person,P2M,DEV02755,Bengaluru,14,2369,8,1974.55,0,0,0,3.6,0
TXN0031281,2026-04-19 14:40:00,3811.22,19.0,Merchant,P2P,DEV01429,Ahmedabad,14,1006,1,775.22,1,0,0,4.5,0
TXN0031282,2026-04-19 14:45:00,342.66,58.0,Person,P2P,DEV09431,Delhi,14,1684,5,1435.0,1,0,0,10.9,0
TXN0031283,2026-04-19 14:50:00,1109.43,23.0,Person,P2M,DEV01126,Bengaluru,14,2816,6,514.49,0,0,0,12.0,0
TXN0031284,2026-04-19 14:55:00,6661.21,54.0,Person,BillPayment,DEV00762,Kolkata,14,640,7,433.46,0,0,1,3.8,0
TXN0031285,2026-04-19 15:00:00,1345.82,58.0,Person,P2P,DEV04416,Kolkata,15,1220,7,1582.19,0,0,0,12.1,0
TXN0031286,2026-04-19 15:05:00,9052.13,48.0,Merchant,P2P,DEV04525,Kolkata,15,1773,5,696.53,0,0,4,11.7,0
TXN0031287,2026-04-19 15:10:00,449.59,28.0,Utility,BillPayment,DEV01996,Mumbai,15,2564,4,929.5,0,0,0,0.7,0
TXN0031288,2026-04-19 15:15:00,5127.29,38.0,Person,P2P,DEV02322,Bengaluru,15,2265,5,240.91,0,0,0,19.5,0
TXN0031289,2026-04-19 15:20:00,864.29,52.0,Person,P2P,DEV07745,Mumbai,15,2751,9,850.02,0,0,1,3.6,0
TXN0031290,2026-04-19 15:25:00,612.63,66.0,Person,P2P,DEV03327,Bengaluru,15,429,3,406.75,0,0,0,2.1,0
TXN0031291,2026-04-19 15:30:00,1612.07,62.0,Merchant,P2M,DEV08508,Pune,15,1049,8,421.46,0,0,0,13.8,0
TXN0031292,2026-04-19 15:35:00,760.35,59.0,Utility,BillPayment,DEV00280,Mumbai,15,2295,4,1229.96,0,0,1,9.6,0
TXN0031293,2026-04-19 15:40:00,781.07,45.0,Person,P2P,DEV02585,Bengaluru,15,131,4,613.81,0,0,1,22.2,0
TXN0031294,2026-04-19 15:45:00,1380.81,48.0,Person,P2M,DEV07314,Delhi,15,337,4,1021.9,0,0,1,7.8,0
TXN0031295,2026-04-19 15:50:00,139.42,41.0,Person,Recharge,DEV08613,Mumbai,15,1610,7,2152.1,0,1,0,1.5,0
TXN0031296,2026-04-19 15:55:00,382.44,19.0,Merchant,BillPayment,DEV04005,Chennai,15,2457,7,995.43,0,0,0,5.1,0
TXN0031297,2026-04-19 16:00:00,1750.89,42.0,Person,P2M,DEV05705,Pune,16,2048,7,2259.44,0,0,0,1.8,0
TXN0031298,2026-04-19 16:05:00,2291.05,65.0,Person,BillPayment,DEV03128,Hyderabad,16,1362,8,1005.44,0,0,2,0.0,0
TXN0031299,2026-04-19 16:10:00,1214.96,42.0,Person,P2P,DEV03964,Ahmedabad,16,846,2,1227.53,0,0,0,17.3,0
TXN0031300,2026-04-19 16:15:00,1120.03,19.0,Person,P2P,DEV05924,Kolkata,16,1063,4,448.01,0,0,0,14.0,0
TXN0031301,2026-04-19 16:20:00,1271.02,69.0,Person,P2P,DEV04294,Mumbai,16,57,7,312.58,0,0,1,0.5,0
